date,ticket_no.,receiver_department,item,measurement,description,quantity,unit_cost,total_cost,week_code
2024-02-10,278,Payloader,Spares,Pieces,hydraulic oil,8.0,14400,2,Feb wk 1 - 24
2024-02-10,279,Production,Spares,Pieces,Cutting Disc,1.0,1500,2,Feb wk 1 - 24
2024-02-10,280,Payloader,Diesel,Litres,payloader,60.0,0,2,Feb wk 1 - 24
2024-02-10,281,Sourcing,Diesel,Litres,Dyna2,30.0,0,2,Feb wk 1 - 24
2024-02-10,281,Sourcing,Diesel,Litres,mb1,20.0,0,2,Feb wk 1 - 24
2024-02-10,282,Enforcement,PKS,tonnes,Issued to enforcement for the day,128.49,0,2,Feb wk 1 - 24
2024-02-12,283,Sourcing,Diesel,Litres,dyna2,30.0,0,2,Feb wk 2 - 24
2024-02-12,283,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 2 - 24
2024-02-12,284,Payloader,Diesel,Litres,payloader,60.0,0,2,Feb wk 2 - 24
2024-02-12,285,Production,Spares,Pieces,Cutting Disc,1.0,1500,2,Feb wk 2 - 24
2024-02-12,286,Production,Spares,Pieces,Iron chalk,3.0,750,2,Feb wk 2 - 24
2024-02-12,287,Production,Spares,Pieces,Welding handle,1.0,4500,2,Feb wk 2 - 24
2024-02-12,288,Enforcement,PKS,tonnes,Issued to enforcement for the day,78.77,0,2,Feb wk 2 - 24
2024-02-12,289,Sourcing,Fuel,Litres,Bikes,6.0,0,2,Feb wk 2 - 24
2024-02-13,290,Production,Spares,Pieces,Engine oil,2.0,3800,2,Feb wk 2 - 24
2024-02-13,291,Sourcing,Fuel,Litres,Bike,7.0,0,2,Feb wk 2 - 24
2024-02-13,292,Sourcing,Diesel,Litres,dyna2,30.0,0,2,Feb wk 2 - 24
2024-02-13,283,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 2 - 24
2024-02-13,293,Payloader,Diesel,Litres,payloader,60.0,0,2,Feb wk 2 - 24
2024-02-13,294,Enforcement,PKS,tonnes,Issued to enforcement for the day,112.14,0,2,Feb wk 2 - 24
2024-02-14,295,Sourcing,Fuel,Litres,Bikes,11.0,0,2,Feb wk 2 - 24
2024-02-14,296,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 2 - 24
2024-02-14,297,Payloader,Diesel,Litres,payloader,90.0,0,2,Feb wk 2 - 24
2024-02-14,298,Enforcement,PKS,tonnes,Issued to enforcement for the day,132.77,0,2,Feb wk 2 - 24
2024-02-14,299,Production,Spares,Pieces,Cutting Disc,1.0,1500,2,Feb wk 2 - 24
2024-02-15,300,Sourcing,Diesel,Litres,MB1,20.0,0,2,Feb wk 2 - 24
2024-02-15,301,Enforcement,PKS,tonnes,Issued to enforcement for the day,12.75,0,2,Feb wk 2 - 24
2024-02-15,301,Payloader,Spares,Litres,Gear oil,4.0,20000,2,Feb wk 2 - 24
2024-02-16,301,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Feb wk 2 - 24
2024-02-16,302,Production,Spares,Pieces,Cutting Disc,1.0,1500,2,Feb wk 2 - 24
2024-02-16,303,Production,Spares,Pieces,Electrical tape,1.0,250,2,Feb wk 2 - 24
2024-02-16,304,Production,Spares,Pieces,13bolts & nuts,2.0,400,2,Feb wk 2 - 24
2024-02-16,305,Production,Spares,Pieces,13 washers,4.0,200,2,Feb wk 2 - 24
2024-02-16,306,Sourcing,Diesel,Litres,Mb1,20.0,0,2,Feb wk 2 - 24
2024-02-16,304,Sourcing,Fuel,Litres,Bikes,10.0,0,2,Feb wk 2 - 24
2024-02-16,305,Production,CaC03,bags,Issued to production for the day,13.0,0,2,Feb wk 2 - 24
2024-02-19,306,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 3 - 24
2024-02-19,306,Sourcing,Diesel,Litres,dyna2,30.0,0,2,Feb wk 3 - 24
2024-02-19,307,Production,Diesel,Litres,production,60.0,0,2,Feb wk 3 - 24
2024-02-19,308,Sourcing,Fuel,Litres,Bikes,11.0,0,2,Feb wk 3 - 24
2024-02-19,309,Sourcing,Spares,Pieces,150kg scales,2.0,140000,2,Feb wk 3 - 24
2024-02-19,310,Sourcing,Spares,Pieces,Basin,3.0,22500,2,Feb wk 3 - 24
2024-02-19,310,Production,Spares,Pieces,Cutting Disc,4.0,6000,2,Feb wk 3 - 24
2024-02-19,311,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,2,Feb wk 3 - 24
2024-02-19,312,Production,CaC03,bags,Issued to production for the day,8.0,0,2,Feb wk 3 - 24
2024-02-20,313,Payloader,Diesel,Litres,payloader,60.0,0,2,Feb wk 3 - 24
2024-02-20,314,Production,Diesel,Litres,issued to production for the day,300.0,0,2,Feb wk 3 - 24
2024-02-20,315,Enforcement,PKS,tonnes,Issued to enforcement for the day,38.33,0,2,Feb wk 3 - 24
2024-02-20,316,Production,Spares,Pieces,Electrical tape,1.0,250,2,Feb wk 3 - 24
2024-02-20,317,Production,Spares,Pieces,19bolt & nuts,9.0,2700,2,Feb wk 3 - 24
2024-02-20,318,Production,Spares,Pieces,19washers,18.0,900,2,Feb wk 3 - 24
2024-02-20,319,Payloader,Spares,Pieces,hydraulic oil,8.0,14400,2,Feb wk 3 - 24
2024-02-20,320,Production,Spares,Pieces,17 bolt & nuts,5.0,1500,2,Feb wk 3 - 24
2024-02-20,321,Production,Spares,Pieces,17washers,10.0,500,2,Feb wk 3 - 24
2024-02-20,322,Production,Spares,Pieces,Blue tape,4.0,1200,2,Feb wk 3 - 24
2024-02-20,323,Production,Spares,Pieces,Green tape,2.0,600,2,Feb wk 3 - 24
2024-02-20,324,Production,Spares,Pieces,Black tape,10.0,3000,2,Feb wk 3 - 24
2024-02-20,325,Production,Spares,Pieces,yellow tape,4.0,1200,2,Feb wk 3 - 24
2024-02-20,326,Production,Spares,Pieces,Red tape,4.0,1200,2,Feb wk 3 - 24
2024-02-20,327,Production,Spares,Pieces,70mm cable lug,4.0,2400,2,Feb wk 3 - 24
2024-02-20,328,Production,Spares,Pieces,120mm cable lug,4.0,4000,2,Feb wk 3 - 24
2024-02-20,329,Production,Spares,Pieces,240mm cable lug,12.0,21600,2,Feb wk 3 - 24
2024-02-20,330,Sourcing,Fuel,Litres,Bikes,4.0,0,0,Feb wk 3 - 24
2024-02-21,331,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Feb wk 3 - 24
2024-02-21,331,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 3 - 24
2024-02-21,332,Payloader,Diesel,Litres,payloader,60.0,0,2,Feb wk 3 - 24
2024-02-21,334,Sourcing,Fuel,Litres,Bikes,8.0,0,2,Feb wk 3 - 24
2024-02-21,335,Production,Spares,Pieces,Gear oil,1.0,2500,2,Feb wk 3 - 24
2024-02-21,336,Sourcing,Spares,Pieces,Motor battery,1.0,42000,2,Feb wk 3 - 24
2024-02-21,337,Sourcing,Spares,Pieces,Shovel,1.0,6000,2,Feb wk 3 - 24
2024-02-21,338,Production,Spares,Pieces,22212 bearings,1.0,12000,2,Feb wk 3 - 24
2024-02-21,339,Sourcing,Spares,Pieces,Motor battery,1.0,42000,2,Feb wk 3 - 24
2024-02-21,340,Sourcing,Spares,Pieces,Motor tyre,1.0,45000,2,Feb wk 3 - 24
2024-02-21,341,Sourcing,Spares,Pieces,10T jag,1.0,13000,2,Feb wk 3 - 24
2024-02-21,342,Production,Spares,Pieces,19 bolt & nuts,24.0,7200,2,Feb wk 3 - 24
2024-02-21,343,Production,Spares,Pieces,19washers,48.0,2400,2,Feb wk 3 - 24
2024-02-21,344,Production,Spares,Pieces,F208 bearings,1.0,8000,2,Feb wk 3 - 24
2024-02-21,345,Production,Spares,Pieces,middle shafts,2.0,0,2,Feb wk 3 - 24
2024-02-21,346,Production,Spares,Pieces,End shafts,1.0,0,2,Feb wk 3 - 24
2024-02-21,347,Production,Spares,Pieces,Lubricant oil,25.0,68000,2,Feb wk 3 - 24
2024-02-21,348,Production,Spares,Pieces,Filling stone,1.0,1000,2,Feb wk 3 - 24
2024-02-21,349,Enforcement,PKS,tonnes,Issued to enforcement for the day,77.7,0,2,Feb wk 3 - 24
2024-02-21,350,Production,CaC03,bags,Issued to production for the day,7.0,0,2,Feb wk 3 - 24
2024-02-22,351,Production,Diesel,Litres,Issued to production for the day,300.0,0,2,Feb wk 3 - 24
2024-02-22,352,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 3 - 24
2024-02-22,353,Sourcing,Fuel,Litres,Bikes,5.0,0,2,Feb wk 3 - 24
2024-02-22,354,Production,Spares,Pieces,F311 bearings,1.0,40000,2,Feb wk 3 - 24
2024-02-22,356,Production,Spares,Pieces,U-Bolt22,4.0,19200,2,Feb wk 3 - 24
2024-02-22,357,Production,Spares,Pieces,Hanger Bearing,4.0,84000,2,Feb wk 3 - 24
2024-02-22,358,Production,Spares,Pieces,Cutting Disc,1.0,1500,2,Feb wk 3 - 24
2024-02-22,359,Production,CaC03,bags,Issued to production for the day,16.0,0,2,Feb wk 3 - 24
2024-02-22,340,Enforcement,PKS,tonnes,Issued to enforcement for the day,39.53,0,2,Feb wk 3 - 24
2024-02-23,341,Production,Spares,Pieces,Engine oil,2.0,3800,2,Feb wk 3 - 24
2024-02-23,345,Production,Spares,Pieces,hydraulic oil,4.0,7200,2,Feb wk 3 - 24
2024-02-23,346,Production,Spares,Pieces,water seperator,1.0,98000,2,Feb wk 3 - 24
2024-02-23,347,Production,Spares,Pieces,Fuel filter,1.0,10000,2,Feb wk 3 - 24
2024-02-23,348,Production,Spares,Pieces,35mm cable,33.0,99000,2,Feb wk 3 - 24
2024-02-23,349,Production,Spares,Pieces,24washers,15.0,750,2,Feb wk 3 - 24
2024-02-23,350,Production,Spares,Pieces,19bolt & nuts,10.0,3000,2,Feb wk 3 - 24
2024-02-23,351,Production,Spares,Pieces,19washers,20.0,1000,2,Feb wk 3 - 24
2024-02-23,352,Production,Spares,Pieces,P208 bearings,1.0,0,2,Feb wk 3 - 24
2024-02-23,353,Production,Spares,Pieces,B86 Belt,1.0,2200,2,Feb wk 3 - 24
2024-02-23,353,Enforcement,PKS,tonnes,Issued to enforcement for the day,82.12,0,2,Feb wk 3 - 24
2024-02-23,354,Payloader,Diesel,Litres,payloader,60.0,0,2,Feb wk 3 - 24
2024-02-23,355,Production,Diesel,Litres,Issued to production for the day,60.0,0,2,Feb wk 3 - 24
2024-02-23,356,Production,CaC03,bags,Issued to production for the day,13.0,0,2,Feb wk 3 - 24
2024-02-23,357,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Feb wk 3 - 24
2024-02-24,358,Enforcement,PP2,,Lordtech,28.29,0,0,Feb wk 3 - 24
2024-02-24,359,Enforcement,PKS,tonnes,Issued to enforcement for the day,115.62,0,0,Feb wk 3 - 24
2024-02-24,360,Payloader,Diesel,Litres,payloader,60.0,0,0,Feb wk 3 - 24
2024-02-24,361,Payloader,Spares,Pieces,hydraulic oil,4.0,7200,0,Feb wk 3 - 24
2024-02-24,362,Enforcement,Bags,Pieces,Issue to enforcement for the day,399.0,0,0,Feb wk 3 - 24
2024-02-26,363,Sourcing,Diesel,Litres,Dyna2,30.0,0,2,Feb wk 4 - 24
2024-02-26,364,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 4 - 24
2024-02-26,365,Production,Spares,Pieces,Cutting Disc,1.0,1500,0,Feb wk 4 - 24
2024-02-26,366,Production,Spares,Pieces,Measuring tape,1.0,0,0,Feb wk 4 - 24
2024-02-26,367,Sourcing,Fuel,Litres,Bikes,4.0,0,0,Feb wk 4 - 24
2024-02-27,368,Sourcing,Fuel,Litres,Bikes,9.0,0,0,Feb wk 4 - 24
2024-02-27,369,Sourcing,Diesel,Litres,Dyna2,15.0,0,2,Feb wk 4 - 24
2024-02-27,370,Payloader,Diesel,Litres,payloader,30.0,0,0,Feb wk 4 - 24
2024-02-27,371,Production,Diesel,Litres,production,300.0,0,0,Feb wk 4 - 24
2024-02-27,372,Production,Spares,Pieces,Cutting Disc,2.0,3000,0,Feb wk 4 - 24
2024-02-27,373,Production,Spares,Pieces,17 bolts & nuts,6.0,1800,0,Feb wk 4 - 24
2024-02-27,374,Production,Spares,Pieces,17washers,12.0,600,0,Feb wk 4 - 24
2024-02-27,375,Production,Spares,Pieces,22bolts & nuts,5.0,2250,0,Feb wk 4 - 24
2024-02-27,376,Production,Spares,Pieces,22washers,10.0,500,0,Feb wk 4 - 24
2024-02-27,377,Production,CaC03,bags,production,14.0,0,0,Feb wk 4 - 24
2024-02-27,378,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Feb wk 4 - 24
2024-02-27,379,Sourcing,Fuel,Litres,Bikes,13.0,0,0,Feb wk 4 - 24
2024-02-28,380,Production,CaC03,bags,production,8.0,0,0,Feb wk 4 - 24
2024-02-28,380,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Feb wk 4 - 24
2024-02-28,381,Production,Spares,Pieces,Cutting Disc,1.0,1500,0,Feb wk 4 - 24
2024-02-28,382,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 4 - 24
2024-02-28,383,Sourcing,Diesel,Litres,Mb1,20.0,0,2,Feb wk 4 - 24
2024-02-28,384,Sourcing,Fuel,Litres,Bikes,11.0,0,0,Feb wk 4 - 24
2024-02-29,385,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Feb wk 4 - 24
2024-02-29,386,Payloader,Diesel,Litres,payloader,30.0,0,0,Feb wk 4 - 24
2024-02-29,387,Sourcing,Diesel,Litres,Dyna3,30.0,0,2,Feb wk 4 - 24
2024-02-29,388,Production,CaC03,bags,production,21.0,0,0,Feb wk 4 - 24
2024-03-01,389,Payloader,Diesel,Litres,payloader,60.0,0,0,Feb wk 4 - 24
2024-03-01,390,Sourcing,Diesel,Litres,dyna3,30.0,0,3,Feb wk 4 - 24
2024-03-01,391,Production,Diesel,Litres,production,300.0,0,0,Feb wk 4 - 24
2024-03-01,392,Production,CaC03,bags,production,19.0,0,0,Feb wk 4 - 24
2024-03-01,393,Enforcement,PKS,tonnes,Enforcement,74.92,0,0,Feb wk 4 - 24
2024-03-01,393,Payloader,Spares,Pieces,hydraulic oil,8.0,14400,0,Feb wk 4 - 24
2024-03-01,394,Sourcing,Fuel,Litres,Bikes,10.0,0,0,Feb wk 4 - 24
2024-03-02,395,Sourcing,Fuel,Litres,Bike,3.0,0,0,Feb wk 4 - 24
2024-03-02,396,Sourcing,Diesel,Litres,Dyna3,30.0,0,3,Feb wk 4 - 24
2024-03-02,397,Production,Spares,Pieces,13bolts & nuts,15.0,3000,0,Feb wk 4 - 24
2024-03-02,398,Production,Spares,Pieces,13washers,30.0,1500,0,Feb wk 4 - 24
2024-03-02,399,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Feb wk 4 - 24
2024-03-03,400,Enforcement,PP2,,Lordtech,26.56,0,0,Feb wk 4 - 24
2024-03-03,401,Enforcement,Bags,Pieces,Enforcement,398.0,0,0,Feb wk 4 - 24
2024-03-04,402,Sourcing,Diesel,Litres,Dyna3,30.0,0,3,Mar wk 1 - 24
2024-03-04,403,Sourcing,Fuel,Litres,Bikes,7.0,0,0,Mar wk 1 - 24
2024-03-05,404,Sourcing,Diesel,Litres,Dyna3,15.0,0,3,Mar wk 1 - 24
2024-03-05,405,Sourcing,Fuel,Litres,Bikes,10.0,0,0,Mar wk 1 - 24
2024-03-06,406,Production,Spares,Pieces,F210 bearings,1.0,15000,0,Mar wk 1 - 24
2024-03-06,407,Sourcing,Fuel,Litres,Bike,11.0,0,0,Mar wk 1 - 24
2024-03-06,408,Sourcing,Diesel,Litres,Dyna3,15.0,0,3,Mar wk 1 - 24
2024-03-07,408,Sourcing,Diesel,Litres,dyna3,20.0,0,3,Mar wk 1 - 24
2024-03-07,409,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 1 - 24
2024-03-07,410,Sourcing,Fuel,Litres,Bike,7.0,0,0,Mar wk 1 - 24
2024-03-08,411,Sourcing,Diesel,Litres,Mb1,20.0,0,0,Mar wk 1 - 24
2024-03-08,412,Sourcing,Diesel,Litres,Dyna3,15.0,0,0,Mar wk 1 - 24
2024-03-08,413,Sourcing,Spares,Pieces,Oil filter 814,1.0,5000,0,Mar wk 1 - 24
2024-03-08,414,Sourcing,Spares,Pieces,Gas filtre 814,1.0,2000,0,Mar wk 1 - 24
2024-03-08,415,Sourcing,Spares,Pieces,Oil filter seal,2.0,8000,0,Mar wk 1 - 24
2024-03-08,416,Sourcing,Spares,Pieces,Gas filtre,2.0,12000,0,Mar wk 1 - 24
2024-03-08,417,Sourcing,Spares,Pieces,12v adaptor,1.0,2500,0,Mar wk 1 - 24
2024-03-08,418,Sourcing,Spares,Pieces,Lubricant oil,50.0,140000,0,Mar wk 1 - 24
2024-03-08,419,Sourcing,Spares,Pieces,Engine oil,4.0,13600,0,Mar wk 1 - 24
2024-03-08,420,Sourcing,Spares,Pieces,Oil filter,1.0,2000,0,Mar wk 1 - 24
2024-03-09,421,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Mar wk 1 - 24
2024-03-09,422,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 1 - 24
2024-03-09,423,Sourcing,Fuel,Litres,Bikes,7.0,0,0,Mar wk 1 - 24
2024-03-09,424,Production,Spares,Pieces,Cutting Disc,1.0,1500,0,Mar wk 1 - 24
2024-03-09,425,Production,Spares,Pieces,Shaft,1.0,0,0,Mar wk 1 - 24
2024-03-09,426,Production,Spares,Pieces,fan charger,1.0,0,0,Mar wk 1 - 24
2024-03-09,427,Production,Spares,Litres,hydraulic oil,16.0,2200,0,Mar wk 1 - 24
2024-03-11,429,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 2 - 24
2024-03-11,429,Sourcing,Diesel,Litres,dyna2,30.0,0,0,Mar wk 2 - 24
2024-03-11,430,Sourcing,Diesel,Litres,Mb1,40.0,0,0,Mar wk 2 - 24
2024-03-11,431,Production,Diesel,Litres,production,300.0,0,0,Mar wk 2 - 24
2024-03-11,432,Payloader,Diesel,Litres,payloader,30.0,0,0,Mar wk 2 - 24
2024-03-11,433,Production,CaC03,bags,production,20.0,0,0,Mar wk 2 - 24
2024-03-11,434,Production,Spares,Pieces,P211 bearings,1.0,0,0,Mar wk 2 - 24
2024-03-11,435,Production,Spares,Pieces,Filling stone,1.0,1000,0,Mar wk 2 - 24
2024-03-11,436,Production,Spares,Pieces,17bolts & nuts,5.0,1500,0,Mar wk 2 - 24
2024-03-11,437,Production,Spares,Pieces,17washers,10.0,500,0,Mar wk 2 - 24
2024-03-11,438,Production,Spares,Pieces,welding gloves,1.0,3000,0,Mar wk 2 - 24
2024-03-11,439,Sourcing,Fuel,Litres,Bikes,4.0,0,0,Mar wk 2 - 24
2024-03-12,440,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 2 - 24
2024-03-12,441,Sourcing,Fuel,Litres,Bikes,6.0,0,0,Mar wk 2 - 24
2024-03-12,442,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Mar wk 2 - 24
2024-03-12,443,Sourcing,Diesel,Litres,Mb1,20.0,0,0,Mar wk 2 - 24
2024-03-12,444,Payloader,Diesel,Litres,payloader,30.0,0,0,Mar wk 2 - 24
2024-03-12,445,Sourcing,Fuel,Litres,Bikes,8.0,0,0,Mar wk 2 - 24
2024-03-12,446,Production,CaC03,bags,production,17.0,0,0,Mar wk 2 - 24
2024-03-13,447,Sourcing,Fuel,Litres,bike,6.0,0,0,Mar wk 2 - 24
2024-03-13,448,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 2 - 24
2024-03-13,449,Sourcing,Diesel,Litres,Mb1,20.0,0,0,Mar wk 2 - 24
2024-03-13,450,Payloader,Spares,Pieces,hydraulic oil,6.0,12000,0,Mar wk 2 - 24
2024-03-13,451,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Mar wk 2 - 24
2024-03-13,452,Production,Spares,Pieces,Cutting Disc,1.0,1500,0,Mar wk 2 - 24
2024-03-13,453,Production,CaC03,bags,production,14.0,0,0,Mar wk 2 - 24
2024-03-14,455,Payloader,Diesel,Litres,payloader,30.0,0,0,Mar wk 2 - 24
2024-03-14,456,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 2 - 24
2024-03-14,457,Sourcing,Diesel,Litres,Mb1,20.0,0,0,Mar wk 2 - 24
2024-03-14,458,Sourcing,Fuel,Litres,Bikes,5.0,0,0,Mar wk 2 - 24
2024-03-14,459,Production,Diesel,Litres,production,300.0,0,0,Mar wk 2 - 24
2024-03-14,460,Production,CaC03,bags,production,14.0,0,0,Mar wk 2 - 24
2024-03-14,461,Production,Spares,Pieces,F210 bearings,1.0,0,0,Mar wk 2 - 24
2024-03-14,462,Production,Spares,Pieces,13botls & nuts,5.0,0,0,Mar wk 2 - 24
2024-03-14,463,Production,Spares,Pieces,13washers,10.0,0,0,Mar wk 2 - 24
2024-03-14,464,Sourcing,Spares,Pieces,Basin,3.0,22500,0,Mar wk 2 - 24
2024-03-15,465,Payloader,Spares,Pieces,hydraulic oil,4.0,8000,0,Mar wk 2 - 24
2024-03-15,466,Production,Spares,Pieces,Cutting Disc,2.0,3000,0,Mar wk 2 - 24
2024-03-15,467,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Mar wk 2 - 24
2024-03-15,468,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 2 - 24
2024-03-15,469,Sourcing,Diesel,Litres,Mb1,30.0,0,0,Mar wk 2 - 24
2024-03-15,470,Payloader,Diesel,Litres,payloader,60.0,0,0,Mar wk 2 - 24
2024-03-15,471,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 2 - 24
2024-03-15,472,Production,CaC03,bags,production,15.0,0,0,Mar wk 2 - 24
2024-03-15,473,Sourcing,Fuel,Litres,Bikes,6.0,0,0,Mar wk 2 - 24
2024-03-15,474,Enforcement,PKS,tonnes,Enforcement,20.62,0,0,Mar wk 2 - 24
2024-03-16,475,Production,Spares,Pieces,19bolts & nuts,10.0,3000,0,Mar wk 2 - 24
2024-03-16,476,Production,Spares,Pieces,19washers,20.0,1000,0,Mar wk 2 - 24
2024-03-16,477,Production,Diesel,Litres,production,300.0,0,0,Mar wk 2 - 24
2024-03-16,478,Sourcing,Diesel,Litres,MB1,40.0,0,0,Mar wk 2 - 24
2024-03-16,479,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 2 - 24
2024-03-16,480,Production,Spares,Pieces,17bolts & nuts,5.0,1500,0,Mar wk 2 - 24
2024-03-16,481,Production,Spares,Pieces,17washers,10.0,500,0,Mar wk 2 - 24
2024-03-16,482,Production,Spares,Pieces,Flange,4.0,0,0,Mar wk 2 - 24
2024-03-16,483,Production,Spares,Pieces,Oil filter,1.0,0,0,Mar wk 2 - 24
2024-03-16,484,Production,Spares,Pieces,Fuel Filters,2.0,0,0,Mar wk 2 - 24
2024-03-16,489,Production,Spares,Pieces,Filter,1.0,0,0,Mar wk 2 - 24
2024-03-16,489,Sourcing,Fuel,Litres,Bikes,3.5,0,0,Mar wk 2 - 24
2024-03-18,490,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 3 - 24
2024-03-18,500,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Mar wk 3 - 24
2024-03-18,501,Sourcing,Fuel,Litres,Bikes,4.5,0,0,Mar wk 3 - 24
2024-03-18,502,Production,Spares,Pieces,Elbow,2.0,13000,0,Mar wk 3 - 24
2024-03-18,503,Production,Spares,Pieces,Flange,4.0,40000,0,Mar wk 3 - 24
2024-03-18,504,Production,Spares,Pieces,19bolts & nuts,15.0,4500,0,Mar wk 3 - 24
2024-03-18,505,Production,Spares,Pieces,19washers,30.0,1500,0,Mar wk 3 - 24
2024-03-18,505,Production,Spares,Pieces,hydraulic oil,8.0,2520,0,Mar wk 3 - 24
2024-03-18,506,Production,Spares,Pieces,13bolts & nuts,10.0,2000,0,Mar wk 3 - 24
2024-03-18,507,Production,Spares,Pieces,13washers,20.0,1000,0,Mar wk 3 - 24
2024-03-18,508,Production,Spares,Pieces,17bolts & nuts,5.0,1500,0,Mar wk 3 - 24
2024-03-18,509,Production,Spares,Pieces,17washers,10.0,500,0,Mar wk 3 - 24
2024-03-18,510,Production,Spares,Pieces,Safety boot,12.0,216000,0,Mar wk 3 - 24
2024-03-19,511,Enforcement,PP2,,Lordtech,25.95,0,0,Mar wk 3 - 24
2024-03-19,512,Production,Spares,Pieces,Measuring tape,1.0,0,0,Mar wk 3 - 24
2024-03-19,513,Production,Spares,Pieces,19bolts& nuts,5.0,1500,0,Mar wk 3 - 24
2024-03-19,514,Production,Spares,Pieces,19washers,10.0,500,0,Mar wk 3 - 24
2024-03-19,515,Production,Spares,Pieces,Cutting Disc,2.0,3000,0,Mar wk 3 - 24
2024-03-19,516,Production,Spares,Pieces,low hydrogen,10.0,470,0,Mar wk 3 - 24
2024-03-19,517,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 3 - 24
2024-03-19,518,Production,CaC03,bags,production,17.0,0,0,Mar wk 3 - 24
2024-03-19,519,Sourcing,Fuel,Litres,Bikes,5.0,0,0,Mar wk 3 - 24
2024-03-20,520,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 3 - 24
2024-03-20,521,Production,Diesel,Litres,production,300.0,0,0,Mar wk 3 - 24
2024-03-20,522,Production,CaC03,bags,production,11.0,0,0,Mar wk 3 - 24
2024-03-20,523,Sourcing,Fuel,Litres,Bikes,4.0,0,0,Mar wk 3 - 24
2024-03-20,524,Production,Spares,Pieces,Change over 200A,1.0,0,0,Mar wk 3 - 24
2024-03-20,525,Production,Spares,Pieces,6W AKT surface,2.0,0,0,Mar wk 3 - 24
2024-03-20,526,Production,Spares,Pieces,Copper cable(2.5),1.0,0,0,Mar wk 3 - 24
2024-03-20,527,Production,Spares,Pieces,15MG plug,2.0,0,0,Mar wk 3 - 24
2024-03-20,528,Production,Spares,Pieces,Electrical tape,2.0,500,0,Mar wk 3 - 24
2024-03-20,529,Production,Spares,Pieces,Mild steel electrodes,140.0,4620,0,Mar wk 3 - 24
2024-03-21,530,Production,Spares,Pieces,19bolts & nuts,8.0,2400,0,Mar wk 3 - 24
2024-03-21,531,Production,Spares,Pieces,19washers,16.0,800,0,Mar wk 3 - 24
2024-03-21,532,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Mar wk 3 - 24
2024-03-21,533,Sourcing,Diesel,Litres,production,30.0,0,0,Mar wk 3 - 24
2024-03-21,532,Production,CaC03,bags,production,12.0,0,0,Mar wk 3 - 24
2024-03-21,533,Production,Spares,Pieces,17bolt & nuts,5.0,1500,0,Mar wk 3 - 24
2024-03-21,534,Production,Spares,Pieces,17washers,10.0,500,0,Mar wk 3 - 24
2024-03-22,535,Sourcing,Diesel,Litres,MB1,40.0,0,0,Mar wk 3 - 24
2024-03-22,536,Sourcing,Diesel,Litres,Dyna3,30.0,0,0,Mar wk 3 - 24
2024-03-22,537,Production,Spares,Pieces,19bolts & nuts,5.0,1500,0,Mar wk 3 - 24
2024-03-22,538,Production,Spares,Pieces,19washers,10.0,500,0,Mar wk 3 - 24
2024-03-22,539,Sourcing,Diesel,Litres,Dyna3,20.0,0,0,Mar wk 3 - 24
2024-03-22,540,Sourcing,Diesel,Litres,Dyna2,30.0,0,0,Mar wk 3 - 24
2024-03-22,541,Production,CaC03,bags,production,16.0,0,0,Mar wk 3 - 24
2024-03-22,542,Production,Spares,Pieces,Elevator belt,9.1,0,0,Mar wk 3 - 24
2024-03-22,543,Sourcing,Fuel,Litres,Ford2,40.0,0,0,Mar wk 3 - 24
